shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
987b6684-addf-41df-a797-1683428a06a1,26.9075100,127.9771500,30,3633.5886385
987b6684-addf-41df-a797-1683428a06a1,26.9021500,127.9815200,31,4369.2284697
987b6684-addf-41df-a797-1683428a06a1,26.8987800,127.9838500,32,4808.5535689
987b6684-addf-41df-a797-1683428a06a1,26.8978100,127.9845200,33,4934.9726787
987b6684-addf-41df-a797-1683428a06a1,26.8964100,127.9852200,34,5104.9699368
987b6684-addf-41df-a797-1683428a06a1,26.8937800,127.9865600,35,5425.3468388
987b6684-addf-41df-a797-1683428a06a1,26.8907200,127.9875400,36,5778.1027905
987b6684-addf-41df-a797-1683428a06a1,26.8891200,127.9880600,37,5962.7599035
987b6684-addf-41df-a797-1683428a06a1,26.8877500,127.9884100,38,6118.4902863
987b6684-addf-41df-a797-1683428a06a1,26.8828800,127.9893500,39,6666.1172818
987b6684-addf-41df-a797-1683428a06a1,26.8690200,127.9892200,40,8201.8813913
987b6684-addf-41df-a797-1683428a06a1,26.8512200,127.9891300,41,10174.1652313
987b6684-addf-41df-a797-1683428a06a1,26.8327300,127.9889600,42,12222.9461246
987b6684-addf-41df-a797-1683428a06a1,26.8146500,127.9889200,43,14226.2276818
987b6684-addf-41df-a797-1683428a06a1,26.7486000,127.9884500,44,21544.7231738
987b6684-addf-41df-a797-1683428a06a1,26.7452800,127.9886700,45,21913.2281052
987b6684-addf-41df-a797-1683428a06a1,26.7437500,127.9888100,46,22083.3224745
987b6684-addf-41df-a797-1683428a06a1,26.7394800,127.9896400,47,22563.5872396
987b6684-addf-41df-a797-1683428a06a1,26.7331100,127.9908500,48,23279.5712908
987b6684-addf-41df-a797-1683428a06a1,26.7310400,127.9916000,49,23520.7583386
987b6684-addf-41df-a797-1683428a06a1,26.7275000,127.9928400,50,23931.9322032
987b6684-addf-41df-a797-1683428a06a1,26.7228200,127.9944900,51,24475.8391826
987b6684-addf-41df-a797-1683428a06a1,26.7155200,127.9978000,52,25349.1549458
987b6684-addf-41df-a797-1683428a06a1,26.7118400,127.9994600,53,25789.0823868
987b6684-addf-41df-a797-1683428a06a1,26.7083000,128.0013300,54,26223.2125138
987b6684-addf-41df-a797-1683428a06a1,26.7072700,128.0019600,55,26353.4209988
987b6684-addf-41df-a797-1683428a06a1,26.7025600,128.0055800,56,26987.5429143
987b6684-addf-41df-a797-1683428a06a1,26.7000500,128.0075100,57,27325.5245449
987b6684-addf-41df-a797-1683428a06a1,26.6977300,128.0090300,58,27623.7830212
987b6684-addf-41df-a797-1683428a06a1,26.6951300,128.0106900,59,27955.8678638
987b6684-addf-41df-a797-1683428a06a1,26.6932900,128.0114100,60,28171.9636589
987b6684-addf-41df-a797-1683428a06a1,26.6903200,128.0120500,61,28507.1435465
987b6684-addf-41df-a797-1683428a06a1,26.6879900,128.0125200,62,28769.5080821
987b6684-addf-41df-a797-1683428a06a1,26.6874100,128.0126600,63,28835.2645412
987b6684-addf-41df-a797-1683428a06a1,26.6866300,128.0127100,64,28921.8306192
987b6684-addf-41df-a797-1683428a06a1,26.6858100,128.0127500,65,29012.7726573
987b6684-addf-41df-a797-1683428a06a1,26.6845900,128.0124200,66,29151.8800540
987b6684-addf-41df-a797-1683428a06a1,26.6839800,128.0122500,67,29221.5529554
987b6684-addf-41df-a797-1683428a06a1,26.6833500,128.0120700,68,29293.6184868
987b6684-addf-41df-a797-1683428a06a1,26.6827700,128.0116100,69,29372.5233608
987b6684-addf-41df-a797-1683428a06a1,26.6822600,128.0112000,70,29442.2254161
987b6684-addf-41df-a797-1683428a06a1,26.6816800,128.0104200,71,29543.0074089
987b6684-addf-41df-a797-1683428a06a1,26.6811300,128.0096900,72,29637.8385006
987b6684-addf-41df-a797-1683428a06a1,26.6810700,128.0095800,73,29650.6474050
987b6684-addf-41df-a797-1683428a06a1,26.6807400,128.0087500,74,29740.9899020
987b6684-addf-41df-a797-1683428a06a1,26.6803600,128.0078300,75,29841.7766438
987b6684-addf-41df-a797-1683428a06a1,26.6789500,128.0043200,76,30224.4820397
987b6684-addf-41df-a797-1683428a06a1,26.6782200,128.0025500,77,30418.3394222
987b6684-addf-41df-a797-1683428a06a1,26.6778600,128.0016500,78,30516.4006996
987b6684-addf-41df-a797-1683428a06a1,26.6775600,128.0008000,79,30607.3018269
987b6684-addf-41df-a797-1683428a06a1,26.6774900,128.0005200,80,30636.2310873
987b6684-addf-41df-a797-1683428a06a1,26.6773800,128.0000400,81,30685.5386477
987b6684-addf-41df-a797-1683428a06a1,26.6773400,127.9998200,82,30707.8806845
987b6684-addf-41df-a797-1683428a06a1,26.6773200,127.9994600,83,30743.7823179
987b6684-addf-41df-a797-1683428a06a1,26.6773100,127.9990400,84,30785.6023797
987b6684-addf-41df-a797-1683428a06a1,26.6773100,127.9985900,85,30830.3938620
987b6684-addf-41df-a797-1683428a06a1,26.6773300,127.9982800,86,30861.3296821
987b6684-addf-41df-a797-1683428a06a1,26.6773700,127.9979800,87,30891.5177604
987b6684-addf-41df-a797-1683428a06a1,26.6774500,127.9976600,88,30924.5798031
987b6684-addf-41df-a797-1683428a06a1,26.6775400,127.9970900,89,30982.1852495
