shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shapes_86_1,24.33647345597836,124.15548307486462,10001
shapes_86_1,24.33567232927074,124.15557197149612,10002
shapes_86_1,24.3354810076055,124.15549993427705,10003
shapes_86_1,24.335323201925863,124.15528127203288,10004
shapes_86_1,24.33523522204058,124.15491955689507,10005
shapes_86_1,24.335214274113095,124.15436932031298,10006
shapes_86_1,24.335184947515955,124.15077516088789,10007
shapes_86_1,24.335132810887302,124.14598754483451,10008
shapes_86_1,24.33410124961167,124.14096849330237,10009
shapes_86_1,24.33398673452016,124.14043818273059,10010
shapes_86_1,24.333904805184623,124.13992473091642,10011
shapes_86_1,24.333787496946226,124.13640362894513,10012
shapes_86_1,24.334011872246442,124.13305827649313,10013
shapes_86_1,24.334034216556372,124.12906919256787,10014
shapes_86_1,24.334060285211304,124.11966051411584,10015
shapes_86_1,24.334056561011522,124.11034328615644,10016
shapes_86_1,24.334070060731776,124.10734125580349,10017
shapes_86_1,24.33407331923843,124.10434484459985,10018
shapes_86_1,24.334600273330874,124.10049319278188,10019
shapes_86_1,24.335091381206084,124.09863352775575,10020
shapes_86_1,24.335531282012635,124.0969169139862,10021
shapes_86_1,24.336170415580685,124.09573393211758,10022
shapes_86_1,24.336658259040956,124.0948263235987,10023
shapes_86_1,24.336668034454178,124.09444008550055,10024
shapes_86_1,24.336572374465476,124.094133291801,10025
shapes_86_1,24.336201604055375,124.09350820973488,10026
shapes_87_1,24.336198345566178,124.09349441528322,20001
shapes_87_1,24.33657726224077,124.09412920464095,20002
shapes_87_1,24.33667012937592,124.09446767374904,20003
shapes_87_1,24.336659422689642,124.09481993698138,20004
shapes_87_1,24.33554664372835,124.09688319483395,20005
shapes_87_1,24.335029236323216,124.09887135034296,20006
shapes_87_1,24.334606557471435,124.10046739190877,20007
shapes_87_1,24.33446504363381,124.10154231991329,20008
shapes_87_1,24.33406843132925,124.10435020934531,20009
shapes_87_1,24.33405283681164,124.10893883017707,20010
shapes_87_1,24.334030492206672,124.13322482752848,20011
shapes_87_1,24.333779815907356,124.13637118672342,20012
shapes_87_1,24.3338533664203,124.13836930507388,20013
shapes_87_1,24.333902710310362,124.14000468575978,20014
shapes_87_1,24.334436414952844,124.1426416803006,20015
shapes_87_1,24.33511791488488,124.14600133830393,20016
shapes_87_1,24.335140259148904,124.14799588026655,20017
shapes_87_1,24.335184947366802,124.15140867233278,20018
shapes_87_1,24.3352147399508,124.1544168335895,20019
shapes_87_1,24.335238014977982,124.15471059932317,20020
shapes_87_1,24.335278513756744,124.15499210357667,20021
shapes_87_1,24.33538837289007,124.1552409105498,20022
shapes_87_1,24.335514523829428,124.15539673405875,20023
shapes_87_1,24.335687690820198,124.15548205332018,20024
shapes_87_1,24.335896235546834,124.15550146855823,20025
shapes_87_1,24.336506971753256,124.15546315081885,20026
shapes_88_1,24.33647066288174,124.15551526202765,30001
shapes_88_1,24.33573843053359,124.15556073188783,30002
shapes_88_1,24.335591331802902,124.15554489336502,30003
shapes_88_1,24.335444698439936,124.15549738107077,30004
shapes_88_1,24.335325995159657,124.15541614798713,30005
shapes_88_1,24.335232894194924,124.15529864156271,30006
shapes_88_1,24.335156086004126,124.1551223825809,30007
shapes_88_1,24.3351104669203,124.15491087114789,30008
shapes_88_1,24.334972677371002,124.14600491567401,30009
shapes_88_1,24.333740014892125,124.14007442319418,30010
shapes_88_1,24.333583603680022,124.13635100565445,30011
shapes_88_1,24.333721394590892,124.13300769629133,30012
shapes_88_1,24.333417416704748,124.13158484858288,30013
shapes_88_1,24.33294119860083,124.1303913932643,30014
shapes_88_1,24.322992812070392,124.11403860402062,30015
shapes_88_1,24.317080206268432,124.10458292404657,30016
shapes_88_1,24.31114311090624,124.09539495944048,30017
shapes_88_1,24.31050524906897,124.0940165515349,30018
shapes_88_1,24.30968207440049,124.09226008836413,30019
shapes_88_1,24.308885899792617,124.0880870819092,30020
shapes_88_1,24.30731029630526,124.08029079611879,30021
shapes_88_1,24.308457547901337,124.07419681199829,30022
shapes_88_1,24.310815327619657,124.06807216582821,30023
shapes_88_1,24.3113293451734,124.06695231213236,30024
shapes_88_1,24.3120668426462,124.06620638692404,30025
shapes_88_1,24.31233129912232,124.06567301106408,30026
shapes_88_1,24.31287324125661,124.06530516469503,30027
shapes_88_1,24.31362935091846,124.06498636555627,30028
shapes_88_1,24.31430910041579,124.06482696664172,30029
shapes_88_1,24.324000254854976,124.06252180575396,30030
shapes_88_1,24.326815840053676,124.06148366513663,30031
shapes_88_1,24.327992707813436,124.0597915684339,30032
shapes_88_1,24.328774796450077,124.05800956534223,30033
shapes_88_1,24.34564252786935,124.01373931526908,30034
shapes_88_1,24.345860365464958,124.01323250611314,30035
shapes_88_1,24.34607261728899,124.0127032151213,30036
shapes_88_1,24.346193638142086,124.0119818292442,30037
shapes_88_1,24.34625507922455,124.01129722682526,30038
shapes_88_1,24.347116415957174,124.00023324167707,30039
shapes_88_1,24.34698445790926,123.9982882570621,30040
shapes_88_1,24.34637237569272,123.99664904394741,30041
shapes_88_1,24.345454479552473,123.9941941842335,30042
shapes_88_1,24.344666210132623,123.9932313988902,30043
shapes_88_1,24.344525405604973,123.99275422074426,30044
shapes_88_1,24.344437897467714,123.99176256989452,30045
shapes_89_1,24.344436035445813,123.9917298726141,40001
shapes_89_1,24.34452377648609,123.9927427260773,40002
shapes_89_1,24.344666908314995,123.99323727408047,40003
shapes_89_1,24.345461461556248,123.99420133668174,40004
shapes_89_1,24.34699260345702,123.99830358383043,40005
