shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shapes_132_1,24.33646414591708,123.7292402131607,10001
shapes_132_1,24.336288187148053,123.73033966396181,10002
shapes_132_1,24.336398277725838,123.73081275429287,10003
shapes_132_1,24.336824209110173,123.73160311144603,10004
shapes_132_1,24.337041596489996,123.73223049264199,10005
shapes_132_1,24.33736069433568,123.73340734393425,10006
shapes_132_1,24.337620440873074,123.73402016484762,10007
shapes_132_1,24.340964978351046,123.7391270911394,10008
shapes_132_1,24.342669331841144,123.74171350695178,10009
shapes_132_1,24.344281499315986,123.74419186791783,10010
shapes_132_1,24.344563341360477,123.74445344714331,10011
shapes_132_1,24.3454879931373,123.74476330613108,10012
shapes_132_1,24.348688497528126,123.74662373731556,10013
shapes_132_1,24.351929647284408,123.74644798877853,10014
shapes_132_1,24.35273555830289,123.74623954296113,10015
shapes_132_1,24.353489568078686,123.74635832631613,10016
shapes_132_1,24.355018052971598,123.74630570433513,10017
shapes_132_1,24.3564040988649,123.74601730269207,10018
shapes_132_1,24.3573177268658,123.74575725627439,10019
shapes_132_1,24.357790595296645,123.74572455883028,10020
shapes_132_1,24.3582087751305,123.74591614539897,10021
shapes_132_1,24.358361200013945,123.74612305840857,10022
shapes_132_1,24.35848593215352,123.7467644894423,10023
shapes_132_1,24.35871352156533,123.74684035778047,10024
shapes_132_1,24.35899253906703,123.74657137072064,10025
shapes_133_1,24.35899928752363,123.74658490929507,20001
shapes_133_1,24.35870793650229,123.7468457221985,20002
shapes_133_1,24.358482441622677,123.7467675550579,20003
shapes_133_1,24.35836213084793,123.74614477146682,20004
shapes_133_1,24.358217850902925,123.74591742232953,20005
shapes_133_1,24.35779548227156,123.74572430344418,20006
shapes_133_1,24.357306091307258,123.74575086998448,20007
shapes_133_1,24.356299145387247,123.7460402933357,20008
shapes_133_1,24.355017354720474,123.7463087694596,20009
shapes_133_1,24.353449075086278,123.74635347299774,20010
shapes_133_1,24.352734162027133,123.74623801015333,20011
shapes_133_1,24.351931742084194,123.74644747817004,20012
shapes_133_1,24.350775577721752,123.74650674215447,20013
shapes_133_1,24.348666155803393,123.74661786212529,20014
shapes_133_1,24.346411474491298,123.74530153629168,20015
shapes_133_1,24.345499397180493,123.74476662696908,20016
shapes_133_1,24.344566366919274,123.7444514033996,20017
shapes_133_1,24.34428708494094,123.74417577499118,20018
shapes_133_1,24.343493920671495,123.74297976482924,20019
shapes_133_1,24.342560875857924,123.74156100395341,20020
shapes_133_1,24.341261723207307,123.73957208244975,20021
shapes_133_1,24.340235797644745,123.73800771547397,20022
shapes_133_1,24.339150746374173,123.73635649692008,20023
shapes_133_1,24.338226979385134,123.73494003550152,20024
shapes_133_1,24.337665826586193,123.73409603318579,20025
shapes_133_1,24.337356039393665,123.73341066526338,20026
shapes_133_1,24.337048578882992,123.73226625586543,20027
shapes_133_1,24.336827234853846,123.73159800274155,20028
shapes_133_1,24.33640851882463,123.73082705918935,20029
shapes_133_1,24.336287488770342,123.73033761956323,20030
shapes_133_1,24.33646693875282,123.72922692997238,20031
