trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
d026c45cb47ef0e85b24154aa896b0d8,07:30:00,07:30:00,S2672,1,,0,0
d026c45cb47ef0e85b24154aa896b0d8,07:40:00,07:40:00,S2670,2,,0,0
3f637568da4f9661a7f8eb4c1ebd0823,08:30:00,08:30:00,S2672,1,,0,0
3f637568da4f9661a7f8eb4c1ebd0823,08:40:00,08:40:00,S2670,2,,0,0
dc086cf2062ed58f0add11064eca515e,10:30:00,10:30:00,S2672,1,,0,0
dc086cf2062ed58f0add11064eca515e,10:40:00,10:40:00,S2670,2,,0,0
cad3c6bc976a4bc3a8eb437773f2a2dd,13:00:00,13:00:00,S2672,1,,0,0
cad3c6bc976a4bc3a8eb437773f2a2dd,13:10:00,13:10:00,S2670,2,,0,0
4304ebd598b18fcbb21ab7827e9e687f,16:00:00,16:00:00,S2672,1,,0,0
4304ebd598b18fcbb21ab7827e9e687f,16:10:00,16:10:00,S2670,2,,0,0
d184b1b0b21c758fd6068312f38695f0,17:00:00,17:00:00,S2672,1,,0,0
d184b1b0b21c758fd6068312f38695f0,17:10:00,17:10:00,S2670,2,,0,0
326e0ca168be7a87a6df0a30c0790686,07:50:00,07:50:00,S2670,1,,0,0
326e0ca168be7a87a6df0a30c0790686,08:00:00,08:00:00,S2672,2,,0,0
9cda5c7794a875d07e8c184f8458b3cf,08:50:00,08:50:00,S2670,1,,0,0
9cda5c7794a875d07e8c184f8458b3cf,09:00:00,09:00:00,S2672,2,,0,0
3b58c526f2edab2af5ded495ebe602e0,10:50:00,10:50:00,S2670,1,,0,0
3b58c526f2edab2af5ded495ebe602e0,11:00:00,11:00:00,S2672,2,,0,0
801f46ba78b92794f014256874c8fc20,13:20:00,13:20:00,S2670,1,,0,0
801f46ba78b92794f014256874c8fc20,13:30:00,13:30:00,S2672,2,,0,0
44de8d5195cd83fdeff1fb3b2ac9b59b,16:20:00,16:20:00,S2670,1,,0,0
44de8d5195cd83fdeff1fb3b2ac9b59b,16:30:00,16:30:00,S2672,2,,0,0
33e96d63a0b0ed46741cbb48b9ea20bc,17:20:00,17:20:00,S2670,1,,0,0
33e96d63a0b0ed46741cbb48b9ea20bc,17:30:00,17:30:00,S2672,2,,0,0
a2245c69fed2dbd605cfde9968921143,07:55:00,07:55:00,S2672,1,,0,0
a2245c69fed2dbd605cfde9968921143,08:20:00,08:20:00,S2667,2,,0,0
564a7b62c5f3d64ce0b4cdbd5a69fe78,09:10:00,09:10:00,S2672,1,,0,0
564a7b62c5f3d64ce0b4cdbd5a69fe78,09:35:00,09:35:00,S2667,2,,0,0
316a84713b3312abfcfff397fd83cfd9,11:30:00,11:30:00,S2672,1,,0,0
316a84713b3312abfcfff397fd83cfd9,11:55:00,11:55:00,S2667,2,,0,0
f903c83d1723ec5e28fad4428758289e,14:00:00,14:00:00,S2672,1,,0,0
f903c83d1723ec5e28fad4428758289e,14:25:00,14:25:00,S2667,2,,0,0
fb10e925be6931617e850457f4577a3f,16:00:00,16:00:00,S2672,1,,0,0
fb10e925be6931617e850457f4577a3f,16:25:00,16:25:00,S2667,2,,0,0
5580a01fbbf51c2d0933b1d70a629d6a,08:30:00,08:30:00,S2667,1,,0,0
5580a01fbbf51c2d0933b1d70a629d6a,08:55:00,08:55:00,S2672,2,,0,0
7fbaa11a0482ae794257c0108b9964fd,09:50:00,09:50:00,S2667,1,,0,0
7fbaa11a0482ae794257c0108b9964fd,10:15:00,10:15:00,S2672,2,,0,0
7be12a7bf562d07359ee6db7b64a446b,12:10:00,12:10:00,S2667,1,,0,0
7be12a7bf562d07359ee6db7b64a446b,12:35:00,12:35:00,S2672,2,,0,0
5445e1c8563d3d9a4973cf22b164550b,16:40:00,16:40:00,S2667,1,,0,0
5445e1c8563d3d9a4973cf22b164550b,17:05:00,17:05:00,S2672,2,,0,0
6cd708ad3eb35972edde56440c167513,09:30:00,09:30:00,S2672,1,,0,0
6cd708ad3eb35972edde56440c167513,09:55:00,09:55:00,S2669,2,,0,0
8b03440d31d02999a8fa7a091e6e65ff,17:00:00,17:00:00,S2672,1,,0,0
8b03440d31d02999a8fa7a091e6e65ff,17:25:00,17:25:00,S2669,2,,0,0
ab8286c1bda1cf07a8c58f8f831d78e9,10:05:00,10:05:00,S2669,1,,0,0
ab8286c1bda1cf07a8c58f8f831d78e9,10:30:00,10:30:00,S2672,2,,0,0
2d1e486d56eeb152938b967a892fe1bf,17:35:00,17:35:00,S2669,1,,0,0
2d1e486d56eeb152938b967a892fe1bf,18:00:00,18:00:00,S2672,2,,0,0
d178d7211228951c6b9830007b7ac161,08:30:00,08:30:00,S2672,1,,0,0
d178d7211228951c6b9830007b7ac161,09:05:00,09:05:00,S2666,2,,0,0
b2f2d0ffeb2db7456f5d1089c2165d91,09:40:00,09:40:00,S2672,1,,0,0
b2f2d0ffeb2db7456f5d1089c2165d91,10:15:00,10:15:00,S2666,2,,0,0
525a695e8cbb253e2d01a7a566f5855f,11:00:00,11:00:00,S2672,1,,0,0
525a695e8cbb253e2d01a7a566f5855f,11:35:00,11:35:00,S2666,2,,0,0
fc0ab717b27b0b7882b50af02ebc58ad,13:00:00,13:00:00,S2672,1,,0,0
fc0ab717b27b0b7882b50af02ebc58ad,13:35:00,13:35:00,S2666,2,,0,0
4f2535e48fd048105d108b5eea666923,16:10:00,16:10:00,S2672,1,,0,0
4f2535e48fd048105d108b5eea666923,16:45:00,16:45:00,S2666,2,,0,0
a9146a98288cdbfff5c28252807cbbaa,09:30:00,09:30:00,S2666,1,,0,0
a9146a98288cdbfff5c28252807cbbaa,10:05:00,10:05:00,S2672,2,,0,0
cf9c5835eab48edb81e1750596a500ea,10:30:00,10:30:00,S2666,1,,0,0
cf9c5835eab48edb81e1750596a500ea,11:05:00,11:05:00,S2672,2,,0,0
71fe870a8eac161b9b5cf1ffa560bed1,12:30:00,12:30:00,S2666,1,,0,0
71fe870a8eac161b9b5cf1ffa560bed1,13:05:00,13:05:00,S2672,2,,0,0
cb03b754a02f5c3cb530758762454614,17:00:00,17:00:00,S2666,1,,0,0
cb03b754a02f5c3cb530758762454614,17:35:00,17:35:00,S2672,2,,0,0
c3d2f2c0f83b97549ddc151fc92c6794,07:10:00,07:10:00,S2672,1,,0,0
c3d2f2c0f83b97549ddc151fc92c6794,07:50:00,07:50:00,S2671,2,,0,0
0f4c82135d00f8aa3409d8a70d0c42cc,08:30:00,08:30:00,S2672,1,,0,0
0f4c82135d00f8aa3409d8a70d0c42cc,09:10:00,09:10:00,S2671,2,,0,0
bd41c154d3057696a0fac131a21c241b,10:50:00,10:50:00,S2672,1,,0,0
bd41c154d3057696a0fac131a21c241b,11:30:00,11:30:00,S2671,2,,0,0
e070d440f25d18026b16553dda3c3193,13:30:00,13:30:00,S2672,1,,0,0
e070d440f25d18026b16553dda3c3193,14:10:00,14:10:00,S2671,2,,0,0
4f925f7a2a52110e4013c3cb24201b4c,16:40:00,16:40:00,S2672,1,,0,0
4f925f7a2a52110e4013c3cb24201b4c,17:20:00,17:20:00,S2671,2,,0,0
f8269f204beb5806e11774f27ca912e5,08:00:00,08:00:00,S2671,1,,0,0
f8269f204beb5806e11774f27ca912e5,08:40:00,08:40:00,S2672,2,,0,0
e7e0ec190aeed4abd58eaf91577a9b71,09:30:00,09:30:00,S2671,1,,0,0
e7e0ec190aeed4abd58eaf91577a9b71,10:10:00,10:10:00,S2672,2,,0,0
ad8cf9b2b8007108e9a93f26bbe304ed,12:00:00,12:00:00,S2671,1,,0,0
ad8cf9b2b8007108e9a93f26bbe304ed,12:40:00,12:40:00,S2672,2,,0,0
d9ea14cfee29004fa64fb1a0f78ca9cf,14:30:00,14:30:00,S2671,1,,0,0
d9ea14cfee29004fa64fb1a0f78ca9cf,15:10:00,15:10:00,S2672,2,,0,0
e9d0a872f83cf75f804f1ea5f2b5fd34,17:40:00,17:40:00,S2671,1,,0,0
e9d0a872f83cf75f804f1ea5f2b5fd34,18:20:00,18:20:00,S2672,2,,0,0
c51d0ac1c23215a7d4091cee9b7b9f96,08:00:00,08:00:00,S2672,1,,0,0
c51d0ac1c23215a7d4091cee9b7b9f96,09:40:00,09:40:00,S2668,2,,0,0
0bc1f4463581ebbc4f7736f9368b61f7,14:30:00,14:30:00,S2672,1,,0,0
0bc1f4463581ebbc4f7736f9368b61f7,16:10:00,16:10:00,S2668,2,,0,0
71afd10a99e7c1b4aa5fb0654fdfbda3,10:00:00,10:00:00,S2668,1,,0,0
71afd10a99e7c1b4aa5fb0654fdfbda3,11:40:00,11:40:00,S2672,2,,0,0
7f850f08d17aa2e30702e82aa81cde97,16:20:00,16:20:00,S2668,1,,0,0
7f850f08d17aa2e30702e82aa81cde97,18:00:00,18:00:00,S2672,2,,0,0
76eb531321d944fff0588c26adda5495,14:40:00,14:40:00,S2667,1,,0,0
76eb531321d944fff0588c26adda5495,15:10:00,15:15:00,S2670,2,,0,0
76eb531321d944fff0588c26adda5495,15:30:00,15:30:00,S2672,3,,0,0
eae73cff3fc926a32f8834a18e9417b9,14:00:00,14:00:00,S2666,1,,0,0
eae73cff3fc926a32f8834a18e9417b9,14:40:00,14:45:00,S2670,2,,0,0
eae73cff3fc926a32f8834a18e9417b9,15:00:00,15:00:00,S2672,3,,0,0
9c67b467cae778d8a0eacdc8a34c26a8,11:50:00,11:50:00,S2672,1,,0,0
9c67b467cae778d8a0eacdc8a34c26a8,12:30:00,12:35:00,S2666,2,,0,0
9c67b467cae778d8a0eacdc8a34c26a8,13:20:00,13:20:00,S2668,3,,0,0
dbb03ddb803a2565ac3b0bc4bcd309e8,13:25:00,13:25:00,S2668,1,,0,0
dbb03ddb803a2565ac3b0bc4bcd309e8,14:05:00,14:10:00,S2666,2,,0,0
dbb03ddb803a2565ac3b0bc4bcd309e8,14:55:00,14:55:00,S2672,3,,0,0
